Drug	target
D02698	hsa:7153
D02698	hsa:31
D00577	hsa:6646
D00577	hsa:10269
D00577	hsa:8435
D01747	hsa:7155
D01747	hsa:8972
D01747	hsa:7153
D02168	hsa:7155
D02168	hsa:7153
D02168	hsa:7150
D00294	hsa:760
D00294	hsa:9023
D00294	hsa:23632
D02356	hsa:1636
D02356	hsa:7155
D02356	hsa:8972
D00691	hsa:5145
D00691	hsa:1553
D00691	hsa:5146
D01767	hsa:760
D01767	hsa:9023
D01767	hsa:29785
D00544	hsa:5146
D00544	hsa:5145
D00544	hsa:2595
D05353	hsa:1636
D05353	hsa:29941
D05353	hsa:3416
D00364	hsa:1636
D00364	hsa:29941
D00364	hsa:1573
D01862	hsa:8972
D01862	hsa:7155
D01862	hsa:1636
D02290	hsa:6646
D02290	hsa:10269
D02290	hsa:2677
D00151	hsa:10269
D00151	hsa:6646
D00151	hsa:29785
D00547	hsa:5146
D00547	hsa:5145
D00547	hsa:2595
D02166	hsa:8972
D02166	hsa:7155
D02166	hsa:31
D02110	hsa:29785
D02110	hsa:10269
D02110	hsa:1582
D02068	hsa:6646
D02068	hsa:10269
D02068	hsa:29785
D01718	hsa:29941
D01718	hsa:2677
D01718	hsa:9420
D01432	hsa:7155
D01432	hsa:7153
D01432	hsa:8972
D06238	hsa:1636
D06238	hsa:3416
D06238	hsa:8654
D02729	hsa:1636
D02729	hsa:5145
D02729	hsa:8654
D00452	hsa:10269
D00452	hsa:6646
D00452	hsa:29785
D02756	hsa:7155
D02756	hsa:7153
D02756	hsa:7150
D01911	hsa:7155
D01911	hsa:7153
D01911	hsa:7150
D02355	hsa:10269
D02355	hsa:6646
D02355	hsa:29785
D00512	hsa:10269
D00512	hsa:29785
D00512	hsa:9023
D00005	hsa:85313
D00005	hsa:5478
D00005	hsa:2597
D01183	hsa:10269
D01183	hsa:6646
D01183	hsa:29785
D01119	hsa:8972
D01119	hsa:1636
D01119	hsa:55811
D01709	hsa:6646
D01709	hsa:10269
D01709	hsa:29785
D00733	hsa:1636
D00733	hsa:8972
D00733	hsa:7155
D00198	hsa:7155
D00198	hsa:7153
D00198	hsa:31
D01966	hsa:8972
D01966	hsa:1636
D01966	hsa:7155
D00579	hsa:5146
D00579	hsa:2595
D00579	hsa:91039
D01228	hsa:1636
D01228	hsa:8972
D01228	hsa:7155
D02267	hsa:5146
D02267	hsa:91039
D02267	hsa:2595
D01981	hsa:8972
D01981	hsa:7155
D01981	hsa:55811
D00970	hsa:6646
D00970	hsa:10269
D00970	hsa:2677
D00521	hsa:8972
D00521	hsa:7155
D00521	hsa:7153
D00127	hsa:29785
D00127	hsa:9023
D00127	hsa:1589
D03756	hsa:8972
D03756	hsa:1636
D03756	hsa:55811
D00383	hsa:8972
D00383	hsa:1636
D00383	hsa:55811
D01866	hsa:760
D01866	hsa:9023
D01866	hsa:23632
D01069	hsa:8972
D01069	hsa:1636
D01069	hsa:7155
D00136	hsa:1636
D00136	hsa:8972
D00136	hsa:7155
D00425	hsa:6646
D00425	hsa:10269
D00425	hsa:9420
D00475	hsa:9023
D00475	hsa:29785
D00475	hsa:10269
D00219	hsa:9023
D00219	hsa:29785
D00219	hsa:1589
D01122	hsa:6646
D01122	hsa:5145
D01122	hsa:1555
D00454	hsa:5145
D00454	hsa:5146
D00454	hsa:1553
D00625	hsa:8972
D00625	hsa:1636
D00625	hsa:7155
D03735	hsa:6646
D03735	hsa:8972
D03735	hsa:64816
D00216	hsa:8972
D00216	hsa:7155
D00216	hsa:31
D01256	hsa:760
D01256	hsa:23632
D01256	hsa:377677
D02333	hsa:7155
D02333	hsa:7153
D02333	hsa:8972
D02176	hsa:5336
D02176	hsa:5335
D02176	hsa:1636
D02580	hsa:6646
D02580	hsa:10269
D02580	hsa:1555
D00330	hsa:10269
D00330	hsa:6646
D00330	hsa:2677
D01325	hsa:10269
D01325	hsa:6646
D01325	hsa:9023
D00651	hsa:760
D00651	hsa:9023
D00651	hsa:23632
D00421	hsa:8972
D00421	hsa:1636
D00421	hsa:55811
D03722	hsa:8972
D03722	hsa:1636
D03722	hsa:55811
D00969	hsa:760
D00969	hsa:9023
D00969	hsa:29785
D01578	hsa:29785
D01578	hsa:10269
D01578	hsa:2677
D02880	hsa:7155
D02880	hsa:1636
D02880	hsa:1573
D00418	hsa:1553
D00418	hsa:1573
D00418	hsa:1555
D00362	hsa:8972
D00362	hsa:55811
D00362	hsa:1636
D00317	hsa:1636
D00317	hsa:5335
D00317	hsa:5336
D00968	hsa:6646
D00968	hsa:10269
D00968	hsa:2677
D03772	hsa:8972
D03772	hsa:1636
D03772	hsa:55811
D00623	hsa:8972
D00623	hsa:7155
D00623	hsa:55811
D00893	hsa:8972
D00893	hsa:55811
D00893	hsa:7155
D00786	hsa:9023
D00786	hsa:29785
D00786	hsa:10269
D00141	hsa:29785
D00141	hsa:10269
D00141	hsa:1582
D02835	hsa:9023
D02835	hsa:29785
D02835	hsa:10269
D01665	hsa:8972
D01665	hsa:31
D01665	hsa:32
D00463	hsa:2677
D00463	hsa:6646
D00463	hsa:10269
D04031	hsa:7155
D04031	hsa:29941
D04031	hsa:1636
D00620	hsa:8972
D00620	hsa:1636
D00620	hsa:7155
D00270	hsa:5145
D00270	hsa:5146
D00270	hsa:1553
D00459	hsa:8972
D00459	hsa:1636
D00459	hsa:7155
D03752	hsa:8972
D03752	hsa:1636
D03752	hsa:7155
D01667	hsa:8972
D01667	hsa:55811
D01667	hsa:7155
D00120	hsa:29785
D00120	hsa:10269
D00120	hsa:1589
D03767	hsa:1636
D03767	hsa:8972
D03767	hsa:55811
D02579	hsa:6646
D02579	hsa:5146
D02579	hsa:5145
D00892	hsa:8972
D00892	hsa:7155
D00892	hsa:1636
D03765	hsa:8972
D03765	hsa:7155
D03765	hsa:55811
D00752	hsa:8972
D00752	hsa:7155
D00752	hsa:1636
D00118	hsa:6646
D00118	hsa:10269
D00118	hsa:2677
D00448	hsa:29785
D00448	hsa:2677
D00448	hsa:1589
D02350	hsa:6646
D02350	hsa:10269
D02350	hsa:2677
D03440	hsa:8972
D03440	hsa:1636
D03440	hsa:55811
D03798	hsa:29785
D03798	hsa:10269
D03798	hsa:1589
D00624	hsa:8972
D00624	hsa:1636
D00624	hsa:55811
D03753	hsa:8972
D03753	hsa:1636
D03753	hsa:55811
D00169	hsa:10269
D00169	hsa:6646
D00169	hsa:29785
D01704	hsa:1636
D01704	hsa:8972
D01704	hsa:29941
D00359	hsa:8972
D00359	hsa:1636
D00359	hsa:7155
D00813	hsa:29785
D00813	hsa:10269
D00813	hsa:6646
D00126	hsa:6646
D00126	hsa:10269
D00126	hsa:8435
D00887	hsa:8972
D00887	hsa:31
D00887	hsa:7155
D02258	hsa:8972
D02258	hsa:31
D02258	hsa:7155
D01513	hsa:6646
D01513	hsa:10269
D01513	hsa:29785
D00903	hsa:10269
D00903	hsa:6646
D00903	hsa:29785
D00904	hsa:10269
D00904	hsa:6646
D00904	hsa:29785
D00889	hsa:8972
D00889	hsa:7155
D00889	hsa:55811
D03806	hsa:29785
D03806	hsa:10269
D03806	hsa:1555
D03365	hsa:5146
D03365	hsa:5145
D03365	hsa:3416
D01397	hsa:29785
D01397	hsa:1573
D01397	hsa:1553
D00621	hsa:8972
D00621	hsa:1636
D00621	hsa:55811
D02342	hsa:8972
D02342	hsa:1636
D02342	hsa:7155
D01547	hsa:10269
D01547	hsa:29785
D01547	hsa:6646
D02115	hsa:8972
D02115	hsa:7155
D02115	hsa:55811
D01061	hsa:7155
D01061	hsa:7153
D01061	hsa:31
D02375	hsa:5145
D02375	hsa:6646
D02375	hsa:5146
D00142	hsa:8972
D00142	hsa:7155
D00142	hsa:55811
D01840	hsa:29785
D01840	hsa:9023
D01840	hsa:10269
D03115	hsa:29785
D03115	hsa:9023
D03115	hsa:10269
D00324	hsa:7155
D00324	hsa:8972
D00324	hsa:7153
D00325	hsa:7155
D00325	hsa:7153
D00325	hsa:8972
D00630	hsa:8972
D00630	hsa:1636
D00630	hsa:7155
D00328	hsa:7155
D00328	hsa:8972
D00328	hsa:7153
D03733	hsa:6646
D03733	hsa:10269
D03733	hsa:54490
D03775	hsa:8972
D03775	hsa:55811
D03775	hsa:7155
D04029	hsa:8972
D04029	hsa:7155
D04029	hsa:31
D03773	hsa:8972
D03773	hsa:1636
D03773	hsa:7155
D00434	hsa:8972
D00434	hsa:7155
D00434	hsa:1636
D01825	hsa:7155
D01825	hsa:8972
D01825	hsa:7153
D01276	hsa:6646
D01276	hsa:10269
D01276	hsa:54490
D01688	hsa:29785
D01688	hsa:10269
D01688	hsa:9023
D00650	hsa:760
D00650	hsa:9023
D00650	hsa:23632
D03816	hsa:8972
D03816	hsa:7155
D03816	hsa:55811
D00129	hsa:8972
D00129	hsa:7155
D00129	hsa:31
D03077	hsa:8972
D03077	hsa:1636
D03077	hsa:7155
D00414	hsa:9023
D00414	hsa:10269
D00414	hsa:6646
D00884	hsa:8972
D00884	hsa:7155
D00884	hsa:31
D00130	hsa:9023
D00130	hsa:29785
D00130	hsa:10269
D00451	hsa:29785
D00451	hsa:9023
D00451	hsa:10269
D02341	hsa:10269
D02341	hsa:6646
D02341	hsa:9023
D03689	hsa:29785
D03689	hsa:1579
D03689	hsa:1589
D00188	hsa:8972
D00188	hsa:7155
D00188	hsa:1636
D00494	hsa:5145
D00494	hsa:6646
D00494	hsa:1553
D03712	hsa:29785
D03712	hsa:9023
D03712	hsa:10269
D03758	hsa:8972
D03758	hsa:1636
D03758	hsa:31
D00549	hsa:6646
D00549	hsa:10269
D00549	hsa:8435
D01900	hsa:8972
D01900	hsa:1636
D01900	hsa:55811
D03433	hsa:8972
D03433	hsa:31
D03433	hsa:32
D01346	hsa:8972
D01346	hsa:1636
D01346	hsa:7155
D00515	hsa:8972
D00515	hsa:55811
D00515	hsa:7155
D00622	hsa:8972
D00622	hsa:7155
D00622	hsa:55811
D03803	hsa:1636
D03803	hsa:8972
D03803	hsa:7155
D01582	hsa:1636
D01582	hsa:8972
D01582	hsa:29785
D00567	hsa:9023
D00567	hsa:29785
D00567	hsa:1589
D03769	hsa:8972
D03769	hsa:1636
D03769	hsa:55811
D00187	hsa:8972
D00187	hsa:7155
D00187	hsa:1636
D03714	hsa:10269
D03714	hsa:29785
D03714	hsa:9023
D00070	hsa:8972
D00070	hsa:7155
D00070	hsa:31
D01549	hsa:8972
D01549	hsa:1636
D01549	hsa:55811
D04028	hsa:8972
D04028	hsa:55811
D04028	hsa:31
D01425	hsa:6646
D01425	hsa:10269
D01425	hsa:8972
D01118	hsa:5145
D01118	hsa:1553
D01118	hsa:5146
D01828	hsa:29785
D01828	hsa:9023
D01828	hsa:10269
D01001	hsa:8972
D01001	hsa:7155
D01001	hsa:55811
D01565	hsa:8972
D01565	hsa:6646
D01565	hsa:7155
D01974	hsa:9023
D01974	hsa:29785
D01974	hsa:1589
D02441	hsa:760
D02441	hsa:9023
D02441	hsa:23632
D00902	hsa:8972
D00902	hsa:31
D00902	hsa:1636
D03743	hsa:8972
D03743	hsa:31
D03743	hsa:6098
D00298	hsa:7155
D00298	hsa:7153
D00298	hsa:7150
D00488	hsa:9023
D00488	hsa:10269
D00488	hsa:29785
D00781	hsa:29785
D00781	hsa:10269
D00781	hsa:1555
D00148	hsa:8972
D00148	hsa:31
D00148	hsa:55811
D01223	hsa:8972
D01223	hsa:5149
D01223	hsa:5148
D01211	hsa:8972
D01211	hsa:31
D01211	hsa:7155
D00014	hsa:8972
D00014	hsa:1636
D00014	hsa:31
D00300	hsa:6646
D00300	hsa:5145
D00300	hsa:5146
D02315	hsa:8972
D02315	hsa:31
D02315	hsa:32
D00536	hsa:10269
D00536	hsa:9023
D00536	hsa:29785
D04092	hsa:6646
D04092	hsa:10269
D04092	hsa:1555
D03208	hsa:8972
D03208	hsa:31
D03208	hsa:6098
D00155	hsa:8972
D00155	hsa:7155
D00155	hsa:1636
D01180	hsa:8972
D01180	hsa:7155
D01180	hsa:31
D01097	hsa:6646
D01097	hsa:1553
D01097	hsa:10269
D01475	hsa:29785
D01475	hsa:10269
D01475	hsa:6646
D01064	hsa:8972
D01064	hsa:7155
D01064	hsa:55811
D03828	hsa:8972
D03828	hsa:31
D03828	hsa:7155
D00251	hsa:8972
D00251	hsa:6646
D00251	hsa:1636
D02194	hsa:8972
D02194	hsa:1636
D02194	hsa:31
D00398	hsa:1636
D00398	hsa:8972
D00398	hsa:7155
D00947	hsa:8972
D00947	hsa:1636
D00947	hsa:7155
D00516	hsa:8972
D00516	hsa:31
D00516	hsa:1636
D03829	hsa:8972
D03829	hsa:1636
D03829	hsa:31
D00749	hsa:9023
D00749	hsa:29785
D00749	hsa:10269
D00753	hsa:84152
D00753	hsa:31
D00753	hsa:32
D01915	hsa:8972
D01915	hsa:1636
D01915	hsa:7155
D00900	hsa:8972
D00900	hsa:1636
D00900	hsa:31
D05341	hsa:8972
D05341	hsa:31
D05341	hsa:32
D03738	hsa:31
D03738	hsa:8972
D03738	hsa:6098
D02566	hsa:6646
D02566	hsa:10269
D02566	hsa:1555
D00052	hsa:8972
D00052	hsa:1636
D00052	hsa:55811
D00537	hsa:760
D00537	hsa:377677
D00537	hsa:761
D00805	hsa:8972
D00805	hsa:7155
D00805	hsa:55811
D01842	hsa:9023
D01842	hsa:29785
D01842	hsa:1589
D00963	hsa:29785
D00963	hsa:10269
D00963	hsa:1555
D00094	hsa:10269
D00094	hsa:6646
D00094	hsa:29785
D00827	hsa:29785
D00827	hsa:2677
D00827	hsa:10269
D02769	hsa:1636
D02769	hsa:8972
D02769	hsa:7155
D00285	hsa:5145
D00285	hsa:3416
D00285	hsa:5146
D00145	hsa:5145
D00145	hsa:3416
D00145	hsa:5146
D00050	hsa:8972
D00050	hsa:7155
D00050	hsa:31
D00569	hsa:6646
D00569	hsa:5146
D00569	hsa:5145
D00487	hsa:5146
D00487	hsa:5145
D00487	hsa:3416
D04292	hsa:1553
D04292	hsa:1573
D04292	hsa:1555
D02173	hsa:1553
D02173	hsa:1573
D02173	hsa:1555
D02289	hsa:8972
D02289	hsa:7155
D02289	hsa:31
D00029	hsa:8972
D00029	hsa:29785
D00029	hsa:31
D03643	hsa:8972
D03643	hsa:1636
D03643	hsa:7155
D00185	hsa:8972
D00185	hsa:31
D00185	hsa:32
D00423	hsa:8972
D00423	hsa:31
D00423	hsa:7155
D00045	hsa:8972
D00045	hsa:7155
D00045	hsa:1636
D02562	hsa:6646
D02562	hsa:5146
D02562	hsa:5145
D03763	hsa:8972
D03763	hsa:1636
D03763	hsa:29785
D02559	hsa:6646
D02559	hsa:10269
D02559	hsa:1555
D00315	hsa:29785
D00315	hsa:10269
D00315	hsa:1555
D01907	hsa:8972
D01907	hsa:1636
D01907	hsa:7155
D00994	hsa:5146
D00994	hsa:5145
D00994	hsa:6646
D01765	hsa:31
D01765	hsa:32
D01765	hsa:6098
D01367	hsa:8972
D01367	hsa:7155
D01367	hsa:31
D03882	hsa:8972
D03882	hsa:1636
D03882	hsa:6646
D03741	hsa:31
D03741	hsa:32
D03741	hsa:6098
D02560	hsa:6646
D02560	hsa:5145
D02560	hsa:5146
D03745	hsa:31
D03745	hsa:8972
D03745	hsa:32
D00203	hsa:32
D00203	hsa:31
D00203	hsa:6098
D03728	hsa:8972
D03728	hsa:31
D03728	hsa:7155
D00186	hsa:8972
D00186	hsa:7155
D00186	hsa:29785
D01027	hsa:31
D01027	hsa:7155
D01027	hsa:32
D03760	hsa:8972
D03760	hsa:1636
D03760	hsa:29785
D00054	hsa:8972
D00054	hsa:7155
D00054	hsa:1636
D02564	hsa:8972
D02564	hsa:31
D02564	hsa:32
D00513	hsa:8972
D00513	hsa:1636
D00513	hsa:31
D00965	hsa:9023
D00965	hsa:29785
D00965	hsa:760
D01370	hsa:8972
D01370	hsa:7155
D01370	hsa:1636
D02487	hsa:10269
D02487	hsa:6646
D02487	hsa:29785
D01715	hsa:8972
D01715	hsa:1636
D01715	hsa:29785
D02561	hsa:8972
D02561	hsa:1636
D02561	hsa:5145
D03807	hsa:29785
D03807	hsa:9023
D03807	hsa:1555
D00168	hsa:8972
D00168	hsa:31
D00168	hsa:760
D00667	hsa:6646
D00667	hsa:8972
D00667	hsa:31
D01240	hsa:472
D01240	hsa:32
D01240	hsa:31
D01844	hsa:472
D01844	hsa:32
D01844	hsa:6098
D04197	hsa:8972
D04197	hsa:760
D04197	hsa:29785
D03012	hsa:6646
D03012	hsa:9023
D03012	hsa:10269
D03776	hsa:8972
D03776	hsa:1636
D03776	hsa:29785
D01918	hsa:29785
D01918	hsa:9023
D01918	hsa:1589
D02563	hsa:8972
D02563	hsa:1636
D02563	hsa:31
D02368	hsa:760
D02368	hsa:8972
D02368	hsa:23632
D03734	hsa:31
D03734	hsa:6098
D03734	hsa:32
D05407	hsa:8972
D05407	hsa:1636
D05407	hsa:7155
D02328	hsa:8972
D02328	hsa:1636
D02328	hsa:7155
D00196	hsa:1553
D00196	hsa:1573
D00196	hsa:1549
D00785	hsa:8972
D00785	hsa:31
D00785	hsa:5146
D03731	hsa:8972
D03731	hsa:31
D03731	hsa:5146
D02418	hsa:1553
D02418	hsa:1573
D02418	hsa:1549
D03826	hsa:1553
D03826	hsa:1573
D03826	hsa:1549
D03601	hsa:8972
D03601	hsa:29785
D03601	hsa:6646
D00153	hsa:8972
D00153	hsa:29785
D00153	hsa:1636
D03822	hsa:6646
D03822	hsa:5145
D03822	hsa:1553
D02558	hsa:6646
D02558	hsa:5145
D02558	hsa:1553
D00369	hsa:8972
